2025-01-07 at 17:09:04 | INFO | Loaded model from /root/code/MRIclass/results/007-ViT3D-S-8/checkpoints/0005000.pt
2025-01-07 at 17:22:15 | INFO | item: 39, logits: tensor([[ 0.1490, -0.9886]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:20 | INFO | item: 40, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:21 | INFO | item: 41, logits: tensor([[ 0.1491, -0.9890]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:21 | INFO | item: 42, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:22 | INFO | item: 43, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:28 | INFO | item: 44, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:28 | INFO | item: 45, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:28 | INFO | item: 46, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:28 | INFO | item: 47, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:34 | INFO | item: 48, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:34 | INFO | item: 49, logits: tensor([[ 0.1489, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:34 | INFO | item: 50, logits: tensor([[ 0.1487, -0.9890]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:34 | INFO | item: 51, logits: tensor([[ 0.1490, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:40 | INFO | item: 52, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:40 | INFO | item: 53, logits: tensor([[ 0.1489, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:40 | INFO | item: 54, logits: tensor([[ 0.1487, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:40 | INFO | item: 55, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:46 | INFO | item: 56, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:46 | INFO | item: 57, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:47 | INFO | item: 58, logits: tensor([[ 0.1491, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:47 | INFO | item: 59, logits: tensor([[ 0.1490, -0.9891]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:51 | INFO | item: 60, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:52 | INFO | item: 61, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:52 | INFO | item: 62, logits: tensor([[ 0.1489, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:52 | INFO | item: 63, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:56 | INFO | item: 64, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:56 | INFO | item: 65, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:22:56 | INFO | item: 66, logits: tensor([[ 0.1488, -0.9891]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:22:56 | INFO | item: 67, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:02 | INFO | item: 68, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:02 | INFO | item: 69, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:04 | INFO | item: 70, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:04 | INFO | item: 71, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:08 | INFO | item: 72, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:09 | INFO | item: 73, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:10 | INFO | item: 74, logits: tensor([[ 0.1486, -0.9886]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:10 | INFO | item: 75, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:15 | INFO | item: 76, logits: tensor([[ 0.1488, -0.9890]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:15 | INFO | item: 77, logits: tensor([[ 0.1490, -0.9885]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:17 | INFO | item: 78, logits: tensor([[ 0.1488, -0.9883]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:17 | INFO | item: 79, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:21 | INFO | item: 80, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:23 | INFO | item: 81, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:24 | INFO | item: 82, logits: tensor([[ 0.1487, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:24 | INFO | item: 83, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:28 | INFO | item: 84, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:30 | INFO | item: 85, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:31 | INFO | item: 86, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:31 | INFO | item: 87, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:35 | INFO | item: 88, logits: tensor([[ 0.1489, -0.9890]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:37 | INFO | item: 89, logits: tensor([[ 0.1487, -0.9892]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:38 | INFO | item: 90, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:38 | INFO | item: 91, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:41 | INFO | item: 92, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:42 | INFO | item: 93, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:43 | INFO | item: 94, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:43 | INFO | item: 95, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:47 | INFO | item: 96, logits: tensor([[ 0.1489, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:48 | INFO | item: 97, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:49 | INFO | item: 98, logits: tensor([[ 0.1488, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:49 | INFO | item: 99, logits: tensor([[ 0.1487, -0.9887]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:53 | INFO | item: 100, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:55 | INFO | item: 101, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:23:55 | INFO | item: 102, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:23:56 | INFO | item: 103, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:00 | INFO | item: 104, logits: tensor([[ 0.1490, -0.9886]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:01 | INFO | item: 105, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:02 | INFO | item: 106, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:02 | INFO | item: 107, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:07 | INFO | item: 108, logits: tensor([[ 0.1487, -0.9887]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:09 | INFO | item: 109, logits: tensor([[ 0.1487, -0.9890]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:09 | INFO | item: 110, logits: tensor([[ 0.1487, -0.9887]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:09 | INFO | item: 111, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:14 | INFO | item: 112, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:15 | INFO | item: 113, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:16 | INFO | item: 114, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:17 | INFO | item: 115, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:20 | INFO | item: 116, logits: tensor([[ 0.1489, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:22 | INFO | item: 117, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:24 | INFO | item: 118, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:24 | INFO | item: 119, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:28 | INFO | item: 120, logits: tensor([[ 0.1491, -0.9891]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:28 | INFO | item: 121, logits: tensor([[ 0.1487, -0.9890]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:30 | INFO | item: 122, logits: tensor([[ 0.1491, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:30 | INFO | item: 123, logits: tensor([[ 0.1489, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:34 | INFO | item: 124, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:35 | INFO | item: 125, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:38 | INFO | item: 126, logits: tensor([[ 0.1490, -0.9892]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:39 | INFO | item: 127, logits: tensor([[ 0.1487, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:40 | INFO | item: 128, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:40 | INFO | item: 129, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:44 | INFO | item: 130, logits: tensor([[ 0.1485, -0.9879]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:44 | INFO | item: 131, logits: tensor([[ 0.1486, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:46 | INFO | item: 132, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:47 | INFO | item: 133, logits: tensor([[ 0.1490, -0.9887]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:50 | INFO | item: 134, logits: tensor([[ 0.1488, -0.9890]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:50 | INFO | item: 135, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:53 | INFO | item: 136, logits: tensor([[ 0.1491, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:53 | INFO | item: 137, logits: tensor([[ 0.1491, -0.9892]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:56 | INFO | item: 138, logits: tensor([[ 0.1487, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:56 | INFO | item: 139, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:24:59 | INFO | item: 140, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:24:59 | INFO | item: 141, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:03 | INFO | item: 142, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:03 | INFO | item: 143, logits: tensor([[ 0.1487, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:05 | INFO | item: 144, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:05 | INFO | item: 145, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:09 | INFO | item: 146, logits: tensor([[ 0.1487, -0.9891]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:09 | INFO | item: 147, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:10 | INFO | item: 148, logits: tensor([[ 0.1488, -0.9886]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:11 | INFO | item: 149, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:16 | INFO | item: 150, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:16 | INFO | item: 151, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:17 | INFO | item: 152, logits: tensor([[ 0.1489, -0.9892]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:18 | INFO | item: 153, logits: tensor([[ 0.1488, -0.9890]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:22 | INFO | item: 154, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:22 | INFO | item: 155, logits: tensor([[ 0.1487, -0.9887]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:23 | INFO | item: 156, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:24 | INFO | item: 157, logits: tensor([[ 0.1490, -0.9890]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:29 | INFO | item: 158, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:29 | INFO | item: 159, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:29 | INFO | item: 160, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:31 | INFO | item: 161, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:34 | INFO | item: 162, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:34 | INFO | item: 163, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:35 | INFO | item: 164, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:36 | INFO | item: 165, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:40 | INFO | item: 166, logits: tensor([[ 0.1491, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:40 | INFO | item: 167, logits: tensor([[ 0.1491, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:40 | INFO | item: 168, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:42 | INFO | item: 169, logits: tensor([[ 0.1488, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:46 | INFO | item: 170, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:46 | INFO | item: 171, logits: tensor([[ 0.1490, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:47 | INFO | item: 172, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:48 | INFO | item: 173, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:53 | INFO | item: 174, logits: tensor([[ 0.1490, -0.9895]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:25:53 | INFO | item: 175, logits: tensor([[ 0.1487, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:55 | INFO | item: 176, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:25:55 | INFO | item: 177, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:00 | INFO | item: 178, logits: tensor([[ 0.1491, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:00 | INFO | item: 179, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:00 | INFO | item: 180, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:00 | INFO | item: 181, logits: tensor([[ 0.1486, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:05 | INFO | item: 182, logits: tensor([[ 0.1486, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:05 | INFO | item: 183, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:07 | INFO | item: 184, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:08 | INFO | item: 185, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:12 | INFO | item: 186, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:12 | INFO | item: 187, logits: tensor([[ 0.1485, -0.9890]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:12 | INFO | item: 188, logits: tensor([[ 0.1490, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:12 | INFO | item: 189, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:18 | INFO | item: 190, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:18 | INFO | item: 191, logits: tensor([[ 0.1492, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:18 | INFO | item: 192, logits: tensor([[ 0.1489, -0.9886]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:18 | INFO | item: 193, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:24 | INFO | item: 194, logits: tensor([[ 0.1489, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:24 | INFO | item: 195, logits: tensor([[ 0.1488, -0.9890]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:24 | INFO | item: 196, logits: tensor([[ 0.1490, -0.9886]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:25 | INFO | item: 197, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:29 | INFO | item: 198, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:30 | INFO | item: 199, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:30 | INFO | item: 200, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:30 | INFO | item: 201, logits: tensor([[ 0.1490, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:35 | INFO | item: 202, logits: tensor([[ 0.1492, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:36 | INFO | item: 203, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:36 | INFO | item: 204, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:37 | INFO | item: 205, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:42 | INFO | item: 206, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:43 | INFO | item: 207, logits: tensor([[ 0.1488, -0.9890]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:43 | INFO | item: 208, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:43 | INFO | item: 209, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:49 | INFO | item: 210, logits: tensor([[ 0.1488, -0.9890]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:49 | INFO | item: 211, logits: tensor([[ 0.1487, -0.9888]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:50 | INFO | item: 212, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:26:50 | INFO | item: 213, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:54 | INFO | item: 214, logits: tensor([[ 0.1488, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:55 | INFO | item: 215, logits: tensor([[ 0.1490, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:55 | INFO | item: 216, logits: tensor([[ 0.1488, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:55 | INFO | item: 217, logits: tensor([[ 0.1489, -0.9889]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:26:59 | INFO | item: 218, logits: tensor([[ 0.1489, -0.9888]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:27:00 | INFO | item: 219, logits: tensor([[ 0.1488, -0.9887]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:27:00 | INFO | item: 220, logits: tensor([[ 0.1490, -0.9886]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 17:27:02 | INFO | item: 221, logits: tensor([[ 0.1488, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:27:04 | INFO | item: 222, logits: tensor([[ 0.1488, -0.9887]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 17:27:05 | INFO | item: 223, logits: tensor([[ 0.1487, -0.9887]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
